timestamp,elapsed_s,measured_v,current_mA,resistance,std_dev,stage
2026-05-25T13:14:23.466,6.032150,0.01738036,4.00000000,,,
2026-05-25T13:14:23.486,6.052100,0.01738036,4.00000000,,,
2026-05-25T13:14:23.506,6.072163,0.01738024,4.00000000,,,
2026-05-25T13:14:23.526,6.092172,0.01738036,4.00000000,,,
2026-05-25T13:14:23.546,6.112144,0.01738012,4.00000000,,,
2026-05-25T13:14:23.566,6.132111,0.01737976,4.00000000,,,
2026-05-25T13:14:23.586,6.152111,0.01737976,4.00000000,,,
2026-05-25T13:14:23.607,6.172306,0.01737952,4.00000000,,,
2026-05-25T13:14:23.626,6.193035,0.01737952,4.00000000,,,
2026-05-25T13:14:23.646,6.212310,0.01737988,4.00000000,,,
2026-05-25T13:14:23.666,6.232364,0.01738012,4.00000000,,,
2026-05-25T13:14:23.686,6.252822,0.01738024,4.00000000,,,
2026-05-25T13:14:23.706,6.272492,0.01738084,4.00000000,,,
2026-05-25T13:14:23.726,6.292920,0.01738072,4.00000000,,,
2026-05-25T13:14:23.746,6.312497,0.01738072,4.00000000,,,
2026-05-25T13:14:23.766,6.332362,0.01738072,4.00000000,,,
2026-05-25T13:14:23.786,6.352797,0.01738060,4.00000000,,,
2026-05-25T13:14:23.807,6.372395,0.01738060,4.00000000,,,
2026-05-25T13:14:23.826,6.393142,0.01738072,4.00000000,,,
2026-05-25T13:14:23.846,6.412615,0.01738096,4.00000000,,,
2026-05-25T13:14:23.866,6.432365,0.01738096,4.00000000,,,
2026-05-25T13:14:23.886,6.452364,0.01738119,4.00000000,,,
2026-05-25T13:14:23.906,6.472393,0.01738119,4.00000000,,,
2026-05-25T13:14:23.926,6.492182,0.01738119,4.00000000,,,
2026-05-25T13:14:23.946,6.512317,0.01738072,4.00000000,,,
2026-05-25T13:14:23.967,6.532397,0.01738072,4.00000000,,,
2026-05-25T13:14:23.986,6.552952,0.01738048,4.00000000,,,
2026-05-25T13:14:24.006,6.572368,0.01738024,4.00000000,,,
2026-05-25T13:14:24.026,6.592174,0.01738000,4.00000000,,,
2026-05-25T13:14:24.046,6.612480,0.01738012,4.00000000,,,
2026-05-25T13:14:24.066,6.632313,0.01738012,4.00000000,,,
2026-05-25T13:14:24.086,6.652123,0.01738000,4.00000000,,,
2026-05-25T13:14:24.106,6.672176,0.01738000,4.00000000,,,
2026-05-25T13:14:24.126,6.692305,0.01738000,4.00000000,,,
2026-05-25T13:14:24.146,6.712301,0.01738012,4.00000000,,,
2026-05-25T13:14:24.166,6.732308,0.01738000,4.00000000,,,
2026-05-25T13:14:24.186,6.752191,0.01738024,4.00000000,,,
2026-05-25T13:14:24.206,6.772258,0.01738000,4.00000000,,,
2026-05-25T13:14:24.226,6.792516,0.01738036,4.00000000,,,
2026-05-25T13:14:24.246,6.812303,0.01738024,4.00000000,,,
2026-05-25T13:14:24.266,6.832129,0.01738012,4.00000000,,,
2026-05-25T13:14:24.286,6.852077,0.01737976,4.00000000,,,
2026-05-25T13:14:24.306,6.872472,0.01738012,4.00000000,,,
2026-05-25T13:14:24.326,6.892189,0.01737976,4.00000000,,,
2026-05-25T13:14:24.346,6.912338,0.01737988,4.00000000,,,
2026-05-25T13:14:24.366,6.932404,0.01738024,4.00000000,,,
2026-05-25T13:14:24.386,6.952333,0.01738072,4.00000000,,,
2026-05-25T13:14:24.406,6.972322,0.01738072,4.00000000,,,
2026-05-25T13:14:24.426,6.992493,0.01738096,4.00000000,,,
2026-05-25T13:14:24.446,7.012348,0.01738084,4.00000000,,,
2026-05-25T13:14:24.466,7.032357,0.01738060,4.00000000,,,
2026-05-25T13:14:24.486,7.052286,0.01738024,4.00000000,,,
2026-05-25T13:14:24.506,7.072242,0.01738012,4.00000000,,,
2026-05-25T13:14:24.526,7.092299,0.01738012,4.00000000,,,
2026-05-25T13:14:24.546,7.112282,0.01738012,4.00000000,,,
2026-05-25T13:14:24.566,7.132163,0.01738012,4.00000000,,,
2026-05-25T13:14:24.586,7.152253,0.01738048,4.00000000,,,
2026-05-25T13:14:24.606,7.172165,0.01738072,4.00000000,,,
2026-05-25T13:14:24.626,7.192091,0.01738060,4.00000000,,,
2026-05-25T13:14:24.646,7.212291,0.01738060,4.00000000,,,
2026-05-25T13:14:24.666,7.232220,0.01738083,4.00000000,,,
2026-05-25T13:14:24.686,7.252305,0.01738048,4.00000000,,,
2026-05-25T13:14:24.706,7.272265,0.01738036,4.00000000,,,
2026-05-25T13:14:24.726,7.292024,0.01738036,4.00000000,,,
2026-05-25T13:14:24.746,7.312077,0.01738036,4.00000000,,,
2026-05-25T13:14:24.766,7.332019,0.01738024,4.00000000,,,
2026-05-25T13:14:24.786,7.352015,0.01738048,4.00000000,,,
2026-05-25T13:14:24.806,7.372181,0.01738024,4.00000000,,,
2026-05-25T13:14:24.826,7.392208,0.01738024,4.00000000,,,
2026-05-25T13:14:24.846,7.412207,0.01738012,4.00000000,,,
2026-05-25T13:14:24.866,7.432201,0.01738024,4.00000000,,,
2026-05-25T13:14:24.886,7.452045,0.01738000,4.00000000,,,
2026-05-25T13:14:24.906,7.472043,0.01738036,4.00000000,,,
2026-05-25T13:14:24.926,7.492015,0.01738059,4.00000000,,,
2026-05-25T13:14:24.946,7.512019,0.01738083,4.00000000,,,
2026-05-25T13:14:24.966,7.532033,0.01738072,4.00000000,,,
2026-05-25T13:14:24.986,7.552001,0.01738096,4.00000000,,,
2026-05-25T13:14:25.006,7.572023,0.01738084,4.00000000,,,
2026-05-25T13:14:25.026,7.592010,0.01738048,4.00000000,,,
2026-05-25T13:14:25.046,7.612009,0.01738072,4.00000000,,,
2026-05-25T13:14:25.066,7.631998,0.01738084,4.00000000,,,
2026-05-25T13:14:25.086,7.652002,0.01738060,4.00000000,,,
2026-05-25T13:14:25.106,7.672000,0.01738060,4.00000000,,,
2026-05-25T13:14:25.126,7.691995,0.01738107,4.00000000,,,
2026-05-25T13:14:25.146,7.711982,0.01738095,4.00000000,,,
2026-05-25T13:14:25.166,7.732004,0.01738095,4.00000000,,,
2026-05-25T13:14:25.186,7.752033,0.01738155,4.00000000,4.34511704,0.00000036,
